model,source,raw_FRC,P8_prediction_only_FRC
seed123_A_step6000,68,0.24598145484924316,0.3001253008842468
seed123_A_step6000,69,0.15611803531646729,0.20965264737606049
seed123_A_step6000,70,0.22731159627437592,0.27125078439712524
seed123_A_step6000,71,0.2641405761241913,0.3291371166706085
seed123_A_step6000,72,0.26680511236190796,0.35150861740112305
seed123_A_step6000,73,0.24571771919727325,0.3287707269191742
seed123_A_step6000,74,0.32273077964782715,0.4024446904659271
seed123_A_step6000,75,0.2816256284713745,0.3644890785217285
seed123_A_step6000,76,0.5283336639404297,0.6746618151664734
seed123_A_step6000,77,0.19659410417079926,0.25273701548576355
seed123_A_step6000,78,0.3105159401893616,0.4498492479324341
seed123_A_step6000,79,0.33830952644348145,0.41651418805122375
